Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
epc1b;Cofactor;ENSDARG00000060054;unmatched;unmatched;unmatched;;Danio rerio
btaf1;Cofactor;ENSDARG00000060089;unmatched;unmatched;unmatched;;Danio rerio
kank1a;Cofactor;ENSDARG00000060102;unmatched;unmatched;unmatched;;Danio rerio
ash2l;Cofactor;ENSDARG00000060392;unmatched;unmatched;unmatched;;Danio rerio
sirt7;Cofactor;ENSDARG00000060645;unmatched;unmatched;unmatched;;Danio rerio
kdm1a;Cofactor;ENSDARG00000060679;unmatched;unmatched;unmatched;;Danio rerio
trim8b;Cofactor;ENSDARG00000060729;unmatched;unmatched;unmatched;;Danio rerio
pxnb;Cofactor;ENSDARG00000060766;unmatched;unmatched;unmatched;;Danio rerio
lrrc14b;Cofactor;ENSDARG00000060788;unmatched;unmatched;unmatched;;Danio rerio
scai;Cofactor;ENSDARG00000060865;unmatched;unmatched;unmatched;;Danio rerio
mbtd1;Cofactor;ENSDARG00000060868;unmatched;unmatched;unmatched;;Danio rerio
fbxw7;Cofactor;ENSDARG00000060994;unmatched;unmatched;unmatched;;Danio rerio
stk36;Cofactor;ENSDARG00000061095;unmatched;unmatched;unmatched;;Danio rerio
cbx5;Cofactor;ENSDARG00000061187;unmatched;unmatched;unmatched;;Danio rerio
ddx20;Cofactor;ENSDARG00000061204;unmatched;unmatched;unmatched;;Danio rerio
lpin2;Cofactor;ENSDARG00000061214;unmatched;unmatched;unmatched;;Danio rerio
ago2;Cofactor;ENSDARG00000061268;unmatched;unmatched;unmatched;;Danio rerio
arhgap5;Cofactor;ENSDARG00000061294;unmatched;unmatched;unmatched;;Danio rerio
wwp2;Cofactor;ENSDARG00000061345;unmatched;unmatched;unmatched;;Danio rerio
nelfa;Cofactor;ENSDARG00000061411;unmatched;unmatched;unmatched;;Danio rerio
ccdc85b;Cofactor;ENSDARG00000061543;unmatched;unmatched;unmatched;;Danio rerio
kdm6a;Cofactor;ENSDARG00000061759;unmatched;unmatched;unmatched;;Danio rerio
cnot2;Cofactor;ENSDARG00000061802;unmatched;unmatched;unmatched;;Danio rerio
tab3;Cofactor;ENSDARG00000062063;unmatched;unmatched;unmatched;;Danio rerio
hipk3b;Cofactor;ENSDARG00000062082;unmatched;unmatched;unmatched;;Danio rerio
setd2;Cofactor;ENSDARG00000062244;unmatched;unmatched;unmatched;;Danio rerio
kdm3b;Cofactor;ENSDARG00000062267;unmatched;unmatched;unmatched;;Danio rerio
ctnnd2a;Cofactor;ENSDARG00000062415;unmatched;unmatched;unmatched;;Danio rerio
pex2;Cofactor;ENSDARG00000062421;unmatched;unmatched;unmatched;;Danio rerio
sin3b;Cofactor;ENSDARG00000062472;unmatched;unmatched;unmatched;;Danio rerio
snapc5;Cofactor;ENSDARG00000062476;unmatched;unmatched;unmatched;;Danio rerio
egln2;Cofactor;ENSDARG00000062562;unmatched;unmatched;unmatched;;Danio rerio
arhgap35a;Cofactor;ENSDARG00000062577;unmatched;unmatched;unmatched;;Danio rerio
kat2b;Cofactor;ENSDARG00000062634;unmatched;unmatched;unmatched;;Danio rerio
cep290;Cofactor;ENSDARG00000062727;unmatched;unmatched;unmatched;;Danio rerio
ino80b;Cofactor;ENSDARG00000062749;unmatched;unmatched;unmatched;;Danio rerio
nsd3;Cofactor;ENSDARG00000062765;unmatched;unmatched;unmatched;;Danio rerio
crym;Cofactor;ENSDARG00000062817;unmatched;unmatched;unmatched;;Danio rerio
FAM83G;Cofactor;ENSDARG00000062929;unmatched;unmatched;unmatched;;Danio rerio
hyal2b;Cofactor;ENSDARG00000062997;unmatched;unmatched;unmatched;;Danio rerio
lin54;Cofactor;ENSDARG00000063194;T345282_2.00;unmatched;unmatched;;Danio rerio
prmt2;Cofactor;ENSDARG00000063212;unmatched;unmatched;unmatched;;Danio rerio
oxr1b;Cofactor;ENSDARG00000063310;unmatched;unmatched;unmatched;;Danio rerio
slc25a15a;Cofactor;ENSDARG00000063539;unmatched;unmatched;unmatched;;Danio rerio
gtf2a1l;Cofactor;ENSDARG00000063670;unmatched;unmatched;unmatched;;Danio rerio
gtf2h3;Cofactor;ENSDARG00000067560;unmatched;unmatched;unmatched;;Danio rerio
wwtr1;Cofactor;ENSDARG00000067719;unmatched;unmatched;unmatched;;Danio rerio
cabz01076234;Cofactor;ENSDARG00000067794;unmatched;unmatched;unmatched;;Danio rerio
ppargc1a;Cofactor;ENSDARG00000067829;unmatched;unmatched;unmatched;;Danio rerio
sirt1;Cofactor;ENSDARG00000068064;unmatched;unmatched;unmatched;;Danio rerio
taf4a;Cofactor;ENSDARG00000068192;unmatched;unmatched;unmatched;;Danio rerio
grhpra;Cofactor;ENSDARG00000068264;unmatched;unmatched;unmatched;;Danio rerio
cnot11;Cofactor;ENSDARG00000068596;unmatched;unmatched;unmatched;;Danio rerio
rsf1b;Cofactor;ENSDARG00000068640;unmatched;unmatched;unmatched;;Danio rerio
taf10;Cofactor;ENSDARG00000068641;unmatched;unmatched;unmatched;;Danio rerio
nrip1a;Cofactor;ENSDARG00000068965;unmatched;unmatched;unmatched;;Danio rerio
hspa8;Cofactor;ENSDARG00000068992;unmatched;unmatched;unmatched;;Danio rerio
tle3b;Cofactor;ENSDARG00000069006;unmatched;unmatched;unmatched;;Danio rerio
skor1a;Cofactor;ENSDARG00000069030;unmatched;unmatched;unmatched;;Danio rerio
pcgf6;Cofactor;ENSDARG00000069681;unmatched;unmatched;unmatched;;Danio rerio
prmt6;Cofactor;ENSDARG00000069706;unmatched;unmatched;unmatched;;Danio rerio
eny2;Cofactor;ENSDARG00000070046;unmatched;unmatched;unmatched;;Danio rerio
phf10;Cofactor;ENSDARG00000070084;unmatched;unmatched;unmatched;;Danio rerio
dek;Cofactor;ENSDARG00000070108;unmatched;unmatched;unmatched;;Danio rerio
dyrk1b;Cofactor;ENSDARG00000070187;unmatched;unmatched;unmatched;;Danio rerio
ino80;Cofactor;ENSDARG00000070432;unmatched;unmatched;unmatched;;Danio rerio
top1l;Cofactor;ENSDARG00000070545;unmatched;unmatched;unmatched;;Danio rerio
vhl;Cofactor;ENSDARG00000070617;unmatched;unmatched;unmatched;;Danio rerio
med10;Cofactor;ENSDARG00000070623;unmatched;unmatched;unmatched;;Danio rerio
jupa;Cofactor;ENSDARG00000070787;unmatched;unmatched;unmatched;;Danio rerio
ash1l;Cofactor;ENSDARG00000070981;unmatched;unmatched;unmatched;;Danio rerio
ptena;Cofactor;ENSDARG00000071018;unmatched;unmatched;unmatched;;Danio rerio
wnt4a;Cofactor;ENSDARG00000071208;unmatched;unmatched;unmatched;;Danio rerio
fhl1a;Cofactor;ENSDARG00000071498;unmatched;unmatched;unmatched;;Danio rerio
suds3;Cofactor;ENSDARG00000073737;unmatched;unmatched;unmatched;;Danio rerio
spen;Cofactor;ENSDARG00000074245;unmatched;unmatched;unmatched;;Danio rerio
cth;Cofactor;ENSDARG00000074301;unmatched;unmatched;unmatched;;Danio rerio
cbfa2t2;Cofactor;ENSDARG00000074337;unmatched;unmatched;unmatched;;Danio rerio
tirap;Cofactor;ENSDARG00000074371;unmatched;unmatched;unmatched;;Danio rerio
brip1;Cofactor;ENSDARG00000074410;unmatched;unmatched;unmatched;;Danio rerio
dapk3;Cofactor;ENSDARG00000074447;unmatched;unmatched;unmatched;;Danio rerio
tnip2;Cofactor;ENSDARG00000074501;unmatched;unmatched;unmatched;;Danio rerio
pidd1;Cofactor;ENSDARG00000074626;unmatched;unmatched;unmatched;;Danio rerio
brwd1;Cofactor;ENSDARG00000074747;unmatched;unmatched;unmatched;;Danio rerio
tfb2m;Cofactor;ENSDARG00000074756;unmatched;unmatched;unmatched;;Danio rerio
ccar1;Cofactor;ENSDARG00000074759;unmatched;unmatched;unmatched;;Danio rerio
nup98;Cofactor;ENSDARG00000074955;unmatched;unmatched;unmatched;;Danio rerio
aurkaip1;Cofactor;ENSDARG00000074985;unmatched;unmatched;unmatched;;Danio rerio
sqstm1;Cofactor;ENSDARG00000075014;unmatched;unmatched;unmatched;;Danio rerio
hdac5;Cofactor;ENSDARG00000075139;unmatched;unmatched;unmatched;;Danio rerio
chd7;Cofactor;ENSDARG00000075211;unmatched;unmatched;unmatched;;Danio rerio
med1;Cofactor;ENSDARG00000075340;unmatched;unmatched;unmatched;;Danio rerio
nck1b;Cofactor;ENSDARG00000075369;unmatched;unmatched;unmatched;;Danio rerio
pttg1;Cofactor;ENSDARG00000075421;unmatched;unmatched;unmatched;;Danio rerio
chd8;Cofactor;ENSDARG00000075543;unmatched;unmatched;unmatched;;Danio rerio
lzts1;Cofactor;ENSDARG00000075565;unmatched;unmatched;unmatched;;Danio rerio
birc5a;Cofactor;ENSDARG00000075621;unmatched;unmatched;unmatched;;Danio rerio
ifi35;Cofactor;ENSDARG00000075643;unmatched;unmatched;unmatched;;Danio rerio
taf4b;Cofactor;ENSDARG00000075732;unmatched;unmatched;unmatched;;Danio rerio
samd4a;Cofactor;ENSDARG00000075759;unmatched;unmatched;unmatched;;Danio rerio
wwc1;Cofactor;ENSDARG00000076041;unmatched;unmatched;unmatched;;Danio rerio
crtc1a;Cofactor;ENSDARG00000076068;unmatched;unmatched;unmatched;;Danio rerio
mkl1b;Cofactor;ENSDARG00000076229;unmatched;unmatched;unmatched;;Danio rerio
calr;Cofactor;ENSDARG00000076290;unmatched;unmatched;unmatched;;Danio rerio
maml1;Cofactor;ENSDARG00000076466;unmatched;unmatched;unmatched;;Danio rerio
trim37;Cofactor;ENSDARG00000076473;unmatched;unmatched;unmatched;;Danio rerio
apbb1;Cofactor;ENSDARG00000076560;unmatched;unmatched;unmatched;;Danio rerio
atad2;Cofactor;ENSDARG00000076590;unmatched;unmatched;unmatched;;Danio rerio
cdk13;Cofactor;ENSDARG00000076791;unmatched;unmatched;unmatched;;Danio rerio
ralgapa1;Cofactor;ENSDARG00000076889;unmatched;unmatched;unmatched;;Danio rerio
bend3;Cofactor;ENSDARG00000076903;unmatched;unmatched;unmatched;;Danio rerio
znf451;Cofactor;ENSDARG00000076939;unmatched;unmatched;unmatched;;Danio rerio
pagr1;Cofactor;ENSDARG00000076966;unmatched;unmatched;unmatched;;Danio rerio
blm;Cofactor;ENSDARG00000077089;unmatched;unmatched;unmatched;;Danio rerio
bcl10;Cofactor;ENSDARG00000077130;unmatched;unmatched;unmatched;;Danio rerio
smarca4a;Cofactor;ENSDARG00000077226;unmatched;unmatched;Q7ZSY3;;Danio rerio
bptf;Cofactor;ENSDARG00000077361;unmatched;unmatched;unmatched;;Danio rerio
alyref;Cofactor;ENSDARG00000077732;unmatched;unmatched;unmatched;;Danio rerio
malt1;Cofactor;ENSDARG00000077768;unmatched;unmatched;unmatched;;Danio rerio
ajuba;Cofactor;ENSDARG00000077842;unmatched;unmatched;unmatched;;Danio rerio
taf9;Cofactor;ENSDARG00000077870;unmatched;unmatched;unmatched;;Danio rerio
rnf6;Cofactor;ENSDARG00000077955;unmatched;unmatched;unmatched;;Danio rerio
dtx4;Cofactor;ENSDARG00000078016;unmatched;unmatched;unmatched;;Danio rerio
phf19;Cofactor;ENSDARG00000078050;unmatched;unmatched;unmatched;;Danio rerio
nudt5;Cofactor;ENSDARG00000078073;unmatched;unmatched;unmatched;;Danio rerio
nab2;Cofactor;ENSDARG00000078076;unmatched;unmatched;unmatched;;Danio rerio
fhit;Cofactor;ENSDARG00000078195;unmatched;unmatched;unmatched;;Danio rerio
mybbp1a;Cofactor;ENSDARG00000078214;unmatched;unmatched;unmatched;;Danio rerio
ctnnd1;Cofactor;ENSDARG00000078233;unmatched;unmatched;unmatched;;Danio rerio
zgc:162255;Cofactor;ENSDARG00000078301;unmatched;unmatched;unmatched;;Danio rerio
cecr2;Cofactor;ENSDARG00000078310;unmatched;unmatched;unmatched;;Danio rerio
trip11;Cofactor;ENSDARG00000078381;unmatched;unmatched;unmatched;;Danio rerio
timeless;Cofactor;ENSDARG00000078497;T269480_2.00;unmatched;unmatched;;Danio rerio
si:dkey-21c19;Cofactor;ENSDARG00000078574;unmatched;unmatched;unmatched;;Danio rerio
supt20;Cofactor;ENSDARG00000078658;unmatched;unmatched;unmatched;;Danio rerio
yeats2;Cofactor;ENSDARG00000078767;unmatched;unmatched;unmatched;;Danio rerio
rnf111;Cofactor;ENSDARG00000078802;unmatched;unmatched;unmatched;;Danio rerio
cxxc5a;Cofactor;ENSDARG00000078865;T167923_2.00;unmatched;unmatched;;Danio rerio
rbm15b;Cofactor;ENSDARG00000078966;unmatched;unmatched;unmatched;;Danio rerio
tp53bp1;Cofactor;ENSDARG00000079000;unmatched;unmatched;unmatched;;Danio rerio
brca2;Cofactor;ENSDARG00000079015;unmatched;unmatched;unmatched;;Danio rerio
si:dkey-85a20;Cofactor;ENSDARG00000079055;unmatched;unmatched;unmatched;;Danio rerio
mms19;Cofactor;ENSDARG00000079067;unmatched;unmatched;unmatched;;Danio rerio
ikbkb;Cofactor;ENSDARG00000079123;unmatched;unmatched;unmatched;;Danio rerio
pelp1;Cofactor;ENSDARG00000079313;unmatched;unmatched;unmatched;;Danio rerio
sap130b;Cofactor;ENSDARG00000079352;unmatched;unmatched;unmatched;;Danio rerio
maml3;Cofactor;ENSDARG00000079552;unmatched;unmatched;unmatched;;Danio rerio
rbpms2b;Cofactor;ENSDARG00000079578;unmatched;unmatched;unmatched;;Danio rerio
prmt5;Cofactor;ENSDARG00000079605;unmatched;unmatched;unmatched;;Danio rerio
taf6l;Cofactor;ENSDARG00000079684;unmatched;unmatched;unmatched;;Danio rerio
rnf10;Cofactor;ENSDARG00000079687;unmatched;unmatched;unmatched;;Danio rerio
sin3aa;Cofactor;ENSDARG00000079716;unmatched;unmatched;unmatched;;Danio rerio
dhx9;Cofactor;ENSDARG00000079725;unmatched;unmatched;unmatched;;Danio rerio
jmjd1cb;Cofactor;ENSDARG00000079939;unmatched;unmatched;unmatched;;Danio rerio
supt16h;Cofactor;ENSDARG00000079949;unmatched;unmatched;unmatched;;Danio rerio
nrip2;Cofactor;ENSDARG00000079985;unmatched;unmatched;unmatched;;Danio rerio
med11;Cofactor;ENSDARG00000086416;unmatched;unmatched;unmatched;;Danio rerio
hdac10;Cofactor;ENSDARG00000086458;unmatched;unmatched;unmatched;;Danio rerio
ice2;Cofactor;ENSDARG00000086670;unmatched;unmatched;unmatched;;Danio rerio
ascc3;Cofactor;ENSDARG00000086678;unmatched;unmatched;unmatched;;Danio rerio
si:ch1073-296d18;Cofactor;ENSDARG00000087145;unmatched;unmatched;unmatched;;Danio rerio
cbx7b;Cofactor;ENSDARG00000087181;unmatched;unmatched;unmatched;;Danio rerio
snip1;Cofactor;ENSDARG00000087528;unmatched;unmatched;unmatched;;Danio rerio
hdac11;Cofactor;ENSDARG00000087573;unmatched;unmatched;unmatched;;Danio rerio
h2afy2;Cofactor;ENSDARG00000087897;unmatched;unmatched;unmatched;;Danio rerio
adrb2a;Cofactor;ENSDARG00000088124;unmatched;unmatched;unmatched;;Danio rerio
rexo4;Cofactor;ENSDARG00000088619;unmatched;unmatched;unmatched;;Danio rerio
smarcd2;Cofactor;ENSDARG00000088877;unmatched;unmatched;unmatched;;Danio rerio
si:dkey-185e18;Cofactor;ENSDARG00000088924;unmatched;unmatched;unmatched;;Danio rerio
men1;Cofactor;ENSDARG00000089456;unmatched;unmatched;unmatched;;Danio rerio
MDFI;Cofactor;ENSDARG00000089564;unmatched;unmatched;unmatched;;Danio rerio
si:ch73-383l1;Cofactor;ENSDARG00000090408;unmatched;unmatched;unmatched;;Danio rerio
bcas3;Cofactor;ENSDARG00000090764;unmatched;unmatched;unmatched;;Danio rerio
ciita;Cofactor;ENSDARG00000090851;unmatched;unmatched;unmatched;;Danio rerio
mycbp;Cofactor;ENSDARG00000091001;unmatched;unmatched;unmatched;;Danio rerio
smyd1b;Cofactor;ENSDARG00000091253;unmatched;unmatched;unmatched;;Danio rerio
prpf6;Cofactor;ENSDARG00000091367;unmatched;unmatched;unmatched;;Danio rerio
snw1;Cofactor;ENSDARG00000091563;unmatched;unmatched;unmatched;;Danio rerio
aebp1;Cofactor;ENSDARG00000091726;unmatched;unmatched;unmatched;;Danio rerio
ago1;Cofactor;ENSDARG00000092644;unmatched;unmatched;unmatched;;Danio rerio
elp1;Cofactor;ENSDARG00000094204;unmatched;unmatched;unmatched;;Danio rerio
vgll4a;Cofactor;ENSDARG00000094332;unmatched;unmatched;unmatched;;Danio rerio
tbpl2;Cofactor;ENSDARG00000097302;T342298_2.00;unmatched;unmatched;;Danio rerio
zgc:113340;Cofactor;ENSDARG00000097473;unmatched;unmatched;unmatched;;Danio rerio
wwp1;Cofactor;ENSDARG00000097537;unmatched;unmatched;unmatched;;Danio rerio
trappc2;Cofactor;ENSDARG00000097660;unmatched;unmatched;unmatched;;Danio rerio
trip4;Cofactor;ENSDARG00000098074;unmatched;unmatched;unmatched;;Danio rerio
supt3h;Cofactor;ENSDARG00000098141;unmatched;unmatched;unmatched;;Danio rerio
dgkab;Cofactor;ENSDARG00000098175;unmatched;unmatched;unmatched;;Danio rerio
actr5;Cofactor;ENSDARG00000098235;unmatched;unmatched;unmatched;;Danio rerio
cidea;Cofactor;ENSDARG00000098245;unmatched;unmatched;unmatched;;Danio rerio
nipbla;Cofactor;ENSDARG00000098272;unmatched;unmatched;unmatched;;Danio rerio
hdac4;Cofactor;ENSDARG00000098349;unmatched;unmatched;unmatched;;Danio rerio
si:dkey-22a18;Cofactor;ENSDARG00000098406;unmatched;unmatched;unmatched;;Danio rerio
paf1;Cofactor;ENSDARG00000098432;unmatched;unmatched;unmatched;;Danio rerio
suz12b;Cofactor;ENSDARG00000098924;unmatched;unmatched;unmatched;;Danio rerio
pid1;Cofactor;ENSDARG00000098984;unmatched;unmatched;unmatched;;Danio rerio
itchb;Cofactor;ENSDARG00000099199;unmatched;unmatched;unmatched;;Danio rerio
dnajb1a;Cofactor;ENSDARG00000099383;unmatched;unmatched;unmatched;;Danio rerio
med24;Cofactor;ENSDARG00000099431;unmatched;unmatched;unmatched;;Danio rerio
cbx4;Cofactor;ENSDARG00000099441;unmatched;unmatched;unmatched;;Danio rerio
eed;Cofactor;ENSDARG00000099640;unmatched;unmatched;unmatched;;Danio rerio
kdm4b;Cofactor;ENSDARG00000099675;unmatched;unmatched;unmatched;;Danio rerio
ssbp2;Cofactor;ENSDARG00000099727;unmatched;unmatched;unmatched;;Danio rerio
CIR1;Cofactor;ENSDARG00000099733;unmatched;unmatched;unmatched;;Danio rerio
heatr1;Cofactor;ENSDARG00000099742;unmatched;unmatched;unmatched;;Danio rerio
baz1a;Cofactor;ENSDARG00000099745;unmatched;unmatched;unmatched;;Danio rerio
actn4;Cofactor;ENSDARG00000099786;unmatched;unmatched;unmatched;;Danio rerio
dpf1;Cofactor;ENSDARG00000099927;unmatched;unmatched;unmatched;;Danio rerio
strn;Cofactor;ENSDARG00000100011;unmatched;unmatched;unmatched;;Danio rerio
pim1;Cofactor;ENSDARG00000100020;unmatched;unmatched;unmatched;;Danio rerio
brd3b;Cofactor;ENSDARG00000100129;unmatched;unmatched;unmatched;;Danio rerio
btr21;Cofactor;ENSDARG00000100450;unmatched;unmatched;unmatched;;Danio rerio
trrap;Cofactor;ENSDARG00000100623;unmatched;unmatched;unmatched;;Danio rerio
ep400;Cofactor;ENSDARG00000100965;unmatched;unmatched;unmatched;;Danio rerio
dhx36;Cofactor;ENSDARG00000101059;unmatched;unmatched;unmatched;;Danio rerio
ss18l2;Cofactor;ENSDARG00000101085;unmatched;unmatched;unmatched;;Danio rerio
med30;Cofactor;ENSDARG00000101115;unmatched;unmatched;unmatched;;Danio rerio
meaf6;Cofactor;ENSDARG00000101216;unmatched;unmatched;unmatched;;Danio rerio
CABZ01068251.1;Cofactor;ENSDARG00000101347;unmatched;unmatched;unmatched;;Danio rerio
orc2;Cofactor;ENSDARG00000101465;unmatched;unmatched;unmatched;;Danio rerio
ppargc1b;Cofactor;ENSDARG00000101569;unmatched;unmatched;unmatched;;Danio rerio
ccnd1;Cofactor;ENSDARG00000101637;unmatched;unmatched;unmatched;;Danio rerio
csrp3;Cofactor;ENSDARG00000101706;unmatched;unmatched;unmatched;;Danio rerio
xrn2;Cofactor;ENSDARG00000101900;unmatched;unmatched;unmatched;;Danio rerio
pin1;Cofactor;ENSDARG00000101915;unmatched;unmatched;unmatched;;Danio rerio
cxxc1a;Cofactor;ENSDARG00000101996;T167925_2.00;unmatched;unmatched;;Danio rerio
taf2;Cofactor;ENSDARG00000102307;unmatched;unmatched;unmatched;;Danio rerio
ehmt2;Cofactor;ENSDARG00000102325;unmatched;unmatched;unmatched;;Danio rerio
trak2;Cofactor;ENSDARG00000102471;unmatched;unmatched;unmatched;;Danio rerio
trim32;Cofactor;ENSDARG00000102505;unmatched;unmatched;unmatched;;Danio rerio
kdm8;Cofactor;ENSDARG00000102512;unmatched;unmatched;unmatched;;Danio rerio
chmp1a;Cofactor;ENSDARG00000102643;unmatched;unmatched;unmatched;;Danio rerio
brdt;Cofactor;ENSDARG00000102802;unmatched;unmatched;unmatched;;Danio rerio
baz1b;Cofactor;ENSDARG00000102832;unmatched;unmatched;unmatched;;Danio rerio
jmjd6;Cofactor;ENSDARG00000102896;unmatched;unmatched;unmatched;;Danio rerio
sirt6;Cofactor;ENSDARG00000102963;unmatched;unmatched;unmatched;;Danio rerio
axin1;Cofactor;ENSDARG00000102964;unmatched;unmatched;unmatched;;Danio rerio
rrn3;Cofactor;ENSDARG00000102997;unmatched;unmatched;unmatched;;Danio rerio
taf6;Cofactor;ENSDARG00000102998;unmatched;unmatched;unmatched;;Danio rerio
tpra;Cofactor;ENSDARG00000103004;unmatched;unmatched;unmatched;;Danio rerio
ldb1b;Cofactor;ENSDARG00000103158;unmatched;unmatched;unmatched;;Danio rerio
dvl3b;Cofactor;ENSDARG00000103462;unmatched;unmatched;unmatched;;Danio rerio
nedd8l;Cofactor;ENSDARG00000103472;unmatched;unmatched;unmatched;;Danio rerio
notch1a;Cofactor;ENSDARG00000103554;unmatched;unmatched;unmatched;;Danio rerio
gtf2b;Cofactor;ENSDARG00000103578;unmatched;unmatched;unmatched;;Danio rerio
npm3;Cofactor;ENSDARG00000103594;unmatched;unmatched;unmatched;;Danio rerio
actr8;Cofactor;ENSDARG00000103610;unmatched;unmatched;unmatched;;Danio rerio
bahcc1a;Cofactor;ENSDARG00000103739;unmatched;unmatched;unmatched;;Danio rerio
DUSP26;Cofactor;ENSDARG00000103752;unmatched;unmatched;unmatched;;Danio rerio
chd1;Cofactor;ENSDARG00000103787;unmatched;unmatched;unmatched;;Danio rerio
zgc:55733;Cofactor;ENSDARG00000103845;unmatched;unmatched;unmatched;;Danio rerio
mtpn;Cofactor;ENSDARG00000104018;unmatched;unmatched;unmatched;;Danio rerio
ttf2;Cofactor;ENSDARG00000104105;unmatched;unmatched;unmatched;;Danio rerio
CABZ01088906.1;Cofactor;ENSDARG00000104282;unmatched;unmatched;unmatched;;Danio rerio
ripk2;Cofactor;ENSDARG00000104290;unmatched;unmatched;unmatched;;Danio rerio
scmh1;Cofactor;ENSDARG00000104311;unmatched;unmatched;unmatched;;Danio rerio
CT573342.2;Cofactor;ENSDARG00000104312;unmatched;unmatched;unmatched;;Danio rerio
nrg1;Cofactor;ENSDARG00000104314;unmatched;unmatched;unmatched;;Danio rerio
fgf2;Cofactor;ENSDARG00000104348;unmatched;unmatched;unmatched;;Danio rerio
trim25;Cofactor;ENSDARG00000104396;unmatched;unmatched;unmatched;;Danio rerio
aip;Cofactor;ENSDARG00000104437;unmatched;unmatched;unmatched;;Danio rerio
crebbpa;Cofactor;ENSDARG00000104609;unmatched;unmatched;unmatched;;Danio rerio
psip1a;Cofactor;ENSDARG00000104710;unmatched;unmatched;unmatched;;Danio rerio
ino80da;Cofactor;ENSDARG00000104727;unmatched;unmatched;unmatched;;Danio rerio
kat2a;Cofactor;ENSDARG00000104734;unmatched;unmatched;unmatched;;Danio rerio
chek1;Cofactor;ENSDARG00000104765;unmatched;unmatched;unmatched;;Danio rerio
fbxw11a;Cofactor;ENSDARG00000104806;unmatched;unmatched;unmatched;;Danio rerio
rprd1a;Cofactor;ENSDARG00000104861;unmatched;unmatched;unmatched;;Danio rerio
creg1;Cofactor;ENSDARG00000105154;unmatched;unmatched;unmatched;;Danio rerio
kmt5aa;Cofactor;ENSDARG00000105231;unmatched;unmatched;unmatched;;Danio rerio
ogt;Cofactor;ENSDARG00000105243;unmatched;unmatched;unmatched;;Danio rerio
ddx54;Cofactor;ENSDARG00000105286;unmatched;unmatched;unmatched;;Danio rerio
